Date,Account,Category,Subcategory,Note,MYR,Income/Expense,Description,Amount,Currency,Account2
3/5/2025,Public Bank,🍜 Food,Eating out,,11,Expense,,11,MYR,11
3/5/2025,Cash,Other,Other,Plastik Sampah,6.9,Expense,,6.9,MYR,6.9
4/5/2025,Cash,🚖 Transport,Bus,,2,Expense,,2,MYR,2
4/5/2025,Public Bank,Other,Movies,,44,Expense,,44,MYR,44
4/5/2025,Public Bank,Other,Other,Hanger Baju,14,Expense,,14,MYR,14
4/5/2025,Public Bank,🍜 Food,Groceries,,19.5,Expense,,19.5,MYR,19.5
4/5/2025,Cash,🚖 Transport,Bus,,2,Expense,,2,MYR,2
4/5/2025,Cash,🍜 Food,Groceries,,8.8,Expense,,8.8,MYR,8.8
5/5/2025,Public Bank,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8
5/5/2025,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10
5/5/2025,Cash,🍜 Food,Dinner,,16.9,Expense,,16.9,MYR,16.9
6/5/2025,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
7/5/2025,Public Bank,💰 Salary,,,1858.75,Income,,1858.75,MYR,1858.75
7/5/2025,Public Bank,Other,Hutang,Pami 540,30,Expense,,30,MYR,30
7/5/2025,Public Bank,Kak Ani,,,100,Expense,,100,MYR,100
7/5/2025,Public Bank,Bank Islam,,,450,Transfer-Out,,450,MYR,450
7/5/2025,Public Bank,PTPTN,,,100,Expense,,100,MYR,100
7/5/2025,Public Bank,Other,Shopee,"Creatine - 36.2, HyperX Cloud 3 - 304.66, Protein Powder - 149.24",490.1,Expense,,490.1,MYR,490.1
7/5/2025,Public Bank,Other,Shopee,LFC Jersi,39.82,Expense,,39.82,MYR,39.82
7/5/2025,ASB,Public Bank,,,200,Transfer-Out,,200,MYR,200
7/5/2025,SSPN,Public Bank,,,100,Transfer-Out,,100,MYR,100
7/5/2025,Public Bank,Phone,Maxis,,58.3,Expense,,58.3,MYR,58.3
7/5/2025,Public Bank,Cash,,Makanan Mei,200,Transfer-Out,,200,MYR,200
7/5/2025,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
7/5/2025,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5
7/5/2025,Public Bank,🍜 Food,Groceries,,9,Expense,,9,MYR,9
8/5/2025,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
8/5/2025,Cash,🍜 Food,Dinner,,8,Expense,,8,MYR,8
9/5/2025,Cash,🍜 Food,Lunch,,7,Expense,,7,MYR,7
9/5/2025,Public Bank,🧘🏼 Health,Gym,,150,Expense,,150,MYR,150
9/5/2025,Cash,🍜 Food,Dinner,,13.9,Expense,,13.9,MYR,13.9
10/5/2025,Cash,🚖 Transport,Train,,10,Expense,,10,MYR,10
10/5/2025,Cash,🍜 Food,Eating out,,28.55,Expense,,28.55,MYR,28.55
10/5/2025,Public Bank,🍜 Food,Groceries,,32.97,Expense,,32.97,MYR,32.97
10/5/2025,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
10/5/2025,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
10/5/2025,Cash,Touch N Go,,,50,Expense,,50,MYR,50
10/5/2025,Cash,🍜 Food,Beverages,,7.9,Expense,,7.9,MYR,7.9
10/5/2025,Cash,🧘🏼 Health,Gunting Rambut,,12,Expense,,12,MYR,12
10/5/2025,Public Bank,🧘🏼 Health,Toiletries,Bajet Toiletries (150) - Baki 106.35,43.65,Expense,,43.65,MYR,43.65
10/5/2025,Cash,Other,Other,Measuring Tape,5.5,Expense,,5.5,MYR,5.5
11/5/2025,Public Bank,Other,Other,Motor Show,25,Expense,,25,MYR,25
11/5/2025,Cash,🍜 Food,Eating out,,15,Expense,,15,MYR,15
11/5/2025,Cash,🍜 Food,Beverages,,10,Expense,,10,MYR,10
12/5/2025,Cash,🍜 Food,Dinner,,8,Expense,,8,MYR,8
12/5/2025,Bank Islam,Other,Other,Repair Katil,130,Expense,,130,MYR,130
13/5/2025,Cash,🍜 Food,Dinner,,15.3,Expense,,15.3,MYR,15.3
14/5/2025,Public Bank,🍜 Food,Groceries,,31.5,Expense,,31.5,MYR,31.5
14/5/2025,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10
15/5/2025,Public Bank,SIMPANAN,Crypto,Rm 1 fee,21,Expense,,21,MYR,21
15/5/2025,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
15/5/2025,Cash,🍜 Food,Dinner,,5,Expense,,5,MYR,5
16/5/2025,Cash,🍜 Food,Lunch,,4,Expense,,4,MYR,4
16/5/2025,Cash,🍜 Food,Dinner,,17,Expense,,17,MYR,17
17/5/2025,Public Bank,🍜 Food,Dinner,,15.3,Expense,,15.3,MYR,15.3
18/5/2025,Public Bank,🍜 Food,Dinner,,14,Expense,,14,MYR,14
18/5/2025,Public Bank,🍜 Food,Groceries,,24.5,Expense,,24.5,MYR,24.5
19/5/2025,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3
19/5/2025,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5
19/5/2025,Public Bank,🍜 Food,Groceries,,28,Expense,,28,MYR,28
20/5/2025,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
20/5/2025,Public Bank,🍜 Food,Groceries,,5,Expense,,5,MYR,5
21/5/2025,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10
21/5/2025,Public Bank,🍜 Food,Dinner,,14.2,Expense,,14.2,MYR,14.2
22/5/2025,Cash,🍜 Food,Lunch,,13,Expense,,13,MYR,13
23/5/2025,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10
23/5/2025,ASB,🍜 Food,Dinner,,30,Expense,,30,MYR,30
23/5/2025,Public Bank,🍜 Food,Beverages,,8,Expense,,8,MYR,8
23/5/2025,Public Bank,🍜 Food,Dinner,,9.9,Expense,,9.9,MYR,9.9
24/5/2025,Public Bank,🍜 Food,Dinner,4.4 Extra Joss Mangkuk,13.8,Expense,,13.8,MYR,13.8
25/5/2025,Public Bank,🧘🏼 Health,Toiletries,Bajet Toiletries (150) - Baki 60.1,46.25,Expense,,46.25,MYR,46.25
25/5/2025,Cash,🚖 Transport,Parking Ticket,,2,Expense,,2,MYR,2
25/5/2025,Cash,🚖 Transport,Minyak,,5,Expense,,5,MYR,5
25/5/2025,Public Bank,🍜 Food,Groceries,,21.5,Expense,,21.5,MYR,21.5
25/5/2025,Public Bank,🍜 Food,Groceries,,12.55,Expense,,12.55,MYR,12.55
25/5/2025,Public Bank,🍜 Food,Dinner,,17,Expense,,17,MYR,17
26/5/2025,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10
27/5/2025,Public Bank,Phone,Yoodo,,17,Expense,,17,MYR,17
27/5/2025,Cash,🍜 Food,Lunch,,13,Expense,,13,MYR,13
29/5/2025,Cash,🍜 Food,Groceries,,15,Expense,,15,MYR,15
29/5/2025,Cash,🍜 Food,Lunch,,13,Expense,,13,MYR,13
29/5/2025,Bank Islam,Other,Movies,,37,Expense,,37,MYR,37
30/5/2025,Cash,🍜 Food,Dinner,,17,Expense,,17,MYR,17
31/5/2025,Bank Islam,🚖 Transport,Train,,10,Expense,,10,MYR,10
31/5/2025,Cash,🍜 Food,Dinner,,13.8,Expense,,13.8,MYR,13.8
1/6/2025,Bank Islam,Rent,,22.38 utility,472.38,Expense,,472.38,MYR,472.38
1/6/2025,Cash,🚖 Transport,Train,,5,Expense,,5,MYR,5
1/6/2025,Bank Islam,🍜 Food,Groceries,,22,Expense,,22,MYR,22
1/6/2025,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
2/6/2025,Public Bank,Other,Other,AWS,42.46,Expense,,42.46,MYR,42.46
3/6/2025,Cash,🍜 Food,Breakfast,,1.8,Expense,,1.8,MYR,1.8
3/6/2025,Cash,🍜 Food,Lunch,,5,Expense,,5,MYR,5
3/6/2025,Cash,🍜 Food,Dinner,,14.8,Expense,,14.8,MYR,14.8
5/6/2025,Cash,🍜 Food,Lunch,,13,Expense,,13,MYR,13
6/6/2025,Public Bank,💰 Salary,,,1858.75,Income,,1858.75,MYR,1858.75
6/6/2025,Public Bank,Cash,,Makanan Jun,450,Transfer-Out,,450,MYR,450
6/6/2025,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
6/6/2025,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
6/6/2025,Public Bank,Other,Hutang,Pami 510,30,Expense,,30,MYR,30
6/6/2025,Public Bank,Kak Ani,,,100,Expense,,100,MYR,100
6/6/2025,Public Bank,Bank Islam,,Sewa Rumah,450,Transfer-Out,,450,MYR,450
6/6/2025,Public Bank,Mak,,,50,Expense,,50,MYR,50
6/6/2025,Public Bank,SIMPANAN,ASB,,50,Expense,,50,MYR,50
6/6/2025,Public Bank,PTPTN,,,100,Expense,,100,MYR,100
6/6/2025,Public Bank,Phone,Maxis,,58.3,Expense,,58.3,MYR,58.3
7/6/2025,Public Bank,🚖 Transport,Train,,10,Expense,,10,MYR,10
7/6/2025,Public Bank,🧘🏼 Health,Toiletries,Bajet Toiletries (110) - Baki 58.95,51.05,Expense,,51.05,MYR,51.05
7/6/2025,Public Bank,Other,Movies,,41,Expense,,41,MYR,41
7/6/2025,Public Bank,🧥 Apparel,,,99.8,Expense,,99.8,MYR,99.8
7/6/2025,Cash,🍜 Food,Dinner,,28,Expense,,28,MYR,28
7/6/2025,Cash,🍜 Food,Beverages,,7.9,Expense,,7.9,MYR,7.9
8/6/2025,Cash,🧘🏼 Health,Dobi,,17,Expense,,17,MYR,17
9/6/2025,Public Bank,🧘🏼 Health,Medical Checkup,,64,Expense,,64,MYR,64
9/6/2025,Cash,🍜 Food,Breakfast,,6.1,Expense,,6.1,MYR,6.1
9/6/2025,Public Bank,🤑 Allowance,,,100,Income,,100,MYR,100
9/6/2025,Cash,🍜 Food,Dinner,,11.3,Expense,,11.3,MYR,11.3
9/6/2025,Cash,🍜 Food,Groceries,,4.6,Expense,,4.6,MYR,4.6
10/6/2025,Cash,🍜 Food,Lunch,,3,Expense,,3,MYR,3
10/6/2025,Public Bank,🍜 Food,Dinner,,12,Expense,,12,MYR,12
11/6/2025,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3
12/6/2025,Public Bank,🍜 Food,Groceries,,18.5,Expense,,18.5,MYR,18.5
12/6/2025,Cash,🍜 Food,Lunch,,13,Expense,,13,MYR,13
13/6/2025,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
14/6/2025,Public Bank,🧘🏼 Health,Gym,,80,Expense,,80,MYR,80
14/6/2025,Cash,🍜 Food,Dinner,,13.8,Expense,,13.8,MYR,13.8
14/6/2025,Cash,Touch N Go,,,50,Expense,,50,MYR,50
14/6/2025,Public Bank,🍜 Food,Dinner,Dinner Pami,30,Expense,,30,MYR,30
15/6/2025,Public Bank,🍜 Food,Dinner,,30,Expense,,30,MYR,30
15/6/2025,Public Bank,🍜 Food,Groceries,,23.1,Expense,,23.1,MYR,23.1
16/6/2025,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10
16/6/2025,Public Bank,🍜 Food,Groceries,,34.5,Expense,,34.5,MYR,34.5
17/6/2025,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10
17/6/2025,Cash,🍜 Food,Dinner,,12.3,Expense,,12.3,MYR,12.3
18/6/2025,Cash,🍜 Food,Lunch,,6,Expense,,6,MYR,6
18/6/2025,Cash,🍜 Food,Groceries,,9,Expense,,9,MYR,9
19/6/2025,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
19/6/2025,Cash,🍜 Food,Dinner,,15.3,Expense,,15.3,MYR,15.3
20/6/2025,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
21/6/2025,Cash,🍜 Food,Dinner,1,17.3,Expense,,17.3,MYR,17.3
22/6/2025,Public Bank,🍜 Food,Groceries,,11.2,Expense,,11.2,MYR,11.2
22/6/2025,Cash,🍜 Food,Dinner,,17,Expense,,17,MYR,17
23/6/2025,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10
